Stability,Humidity,Cloud
-0.37196715084488824,0.10586351976523195,0
1.7345547105179366,2.2584706100949123,1
1.4630890661249107,0.35529143654244,1
-0.11995532112643824,-0.43388327728862575,0
-0.37125535968731266,-0.04620615460340352,0
-1.1151096262000628,-0.7162598816876236,0
0.5762699338957863,0.06614721559998255,0
-0.4329671191833905,0.3849029682372769,0
-0.0884754490284284,-0.8999011314038544,0
0.9626575776862878,0.09555633560379123,1
0.9523609197499537,-1.7294650043562196,1
-0.3988702835491912,-2.5109614947344903,0
-1.1429567315956024,-0.6079862201035183,0
1.8092424257834945,1.5411471686324192,1
-2.7577199558974663,-2.7339850763371425,0
0.1867908718744161,0.10557342647870899,1
-0.856656331504217,-0.5518754750410875,0
0.29584159757337686,0.05771317583733135,1
-1.571018119555994,-0.6121972134291197,0
0.4712272866265831,1.633809645163684,0
0.5282353669924639,0.0183046841949821,1
-0.5895710296636323,0.8311838916961659,0
-0.021089639038835012,-0.2940921158364564,1
0.991274900538304,0.9676845155477474,0
0.19259604327862553,0.7685948425295555,1
0.07760861246284556,-0.7263377010591425,0
-1.17766792314216,0.5425944414784747,0
-0.37880835795726736,-0.6167975415339888,0
0.9650408653205574,0.916178819935895,1
-0.3533766779067439,-1.9812134017357563,0
0.19570752873937977,0.7287898766541676,0
-2.1087875778834073,0.8400536912932439,0
1.075802448828718,-0.5160782401906439,1
0.06256377126809684,1.2995103873159024,1
-0.4045811757138417,-2.2434186357966097,0
0.3900064847930708,0.20332406434385228,1
0.5962316846221182,-1.4994674205294956,1
-0.6625319444090985,-0.10129035407792222,0
0.5995087163753751,-0.1175664877099743,1
0.08083383474771451,-0.5997458954015654,0
-1.0047602032792797,-2.0865920828201814,0
-2.1369915646959377,0.653477880438727,0
0.6868786757608427,-0.49095567753244207,0
-0.5618458367250823,0.14565280791146246,0
-0.2817339522024241,1.0291696350923278,1
-1.2922634883764132,0.14858682218765884,0
0.1876647529554455,-0.5522980341413251,0
0.33310913752730276,1.329914372380935,1
-0.3246783292376061,-1.3290482896712184,1
0.4519898153628447,1.36680141013091,0
-1.227793419257099,-0.8747613223693804,0
0.17872545960827838,1.493380674922094,1
0.6941647480137284,0.8399972115920402,0
-0.21779210362630955,-0.9411913528080464,0
-1.6020379432204794,-1.7489917686824141,0
0.8796390342438235,0.9259865124881197,1
0.630506700431257,-0.6485872897578432,0
-0.18278757999448317,0.2776878372971824,0
-1.1307152309148873,-0.5599025218467598,0
-0.5760953489269853,-0.10503920790828813,0
-0.526624473500698,-1.2263929050473823,0
-0.6539509630445561,-0.39969972007431054,0
-1.8959688653314581,1.2316207245296378,0
-0.7300154538052693,-1.0409097776707965,0
0.6349793276535812,0.8873933805162049,1
-1.636883860723089,-0.6381014753657646,0
-0.9650803338378992,-2.7896262252214843,0
0.6440420046759008,-0.439151673184132,0
-0.20284775971524188,-2.0401511102529133,0
-1.0679279868220588,-0.6863420754767486,0
-1.3738447835750602,-0.3894330403212785,0
1.0516349428672482,0.6375145278057871,1
-0.12101972390784163,0.6446857523441998,1
-1.0545332329279589,0.5986494437749266,0
0.22295322454977143,-1.1448162390573087,0
1.2770639939473762,2.3441182057106853,1
0.8830329554284705,-0.923575970622394,1
-0.0003190733277800257,0.5398135285152883,0
0.8624274861578592,0.15510900435684058,0
1.504602120751471,-0.26398528462936255,0
0.13419024106394786,0.6646027297965965,0
0.1389070223019245,-0.14913075410654747,0
-0.5228768104122574,-0.5250903915933107,0
0.030881941183026933,-0.31950461105025113,0
-0.3953419824178051,1.2312955236056682,0
2.0245006527998823,1.16599738457766,0
-0.5343232624856182,0.17860804283776172,0
-2.0576433955356253,0.852027574863021,0
-0.9827235074178334,-2.0340012676713872,0
-0.11858755775124076,1.0642525279101112,1
0.09488441325518478,-0.1657700415625322,0
-0.2511348850005206,-0.19270413134906061,0
0.23311421043027378,0.09119424917771596,1
-0.0616178557766269,0.6494819928702293,1
0.042573453269340235,1.5295729018508581,1
-0.4449542459184083,-0.269059014210427,1
0.37116579523996746,1.0803069608064333,0
1.0376975317967188,0.25599840436851584,0
-0.24310518618375235,0.5416416954550964,0
-1.3021936776879566,-0.29648148051430917,0
-1.3421697587586097,-0.914095921280317,0
0.14562013707723523,-0.14164282183904095,0
-0.4842132966106598,1.4346796114254474,0
0.14403211044151318,-1.4224246087410437,0
0.19861437560472522,-0.5309329518391213,0
0.3391177293112087,2.257512085782252,1
-0.42780421181607553,0.872497567485948,0
1.013594455159417,2.6444735734822973,1
0.9442396181289732,0.286736429174968,0
-1.1620329614619862,-1.356872383925553,0
-1.195095704708036,0.632448834628445,0
0.44458351359042947,-0.35095089800886003,0
0.7459213986939078,-1.395830381795026,0
-0.692253034034756,-0.5083840342616783,0
-1.4805182144238842,-1.0920006130473734,0
-1.4891872786866973,-1.9533911009176732,0
0.6094645072460253,0.3684477595206945,1
-0.12434302898609659,-0.14404951843062347,0
-0.7622163408676172,0.17446852227957121,0
0.5677490908806896,0.3323511128280256,1
-0.1567181098103755,-0.8060923144398093,0
0.08745392680699453,-0.5870663190712279,1
0.8316468983140743,-0.04466315700625756,1
1.4804068393328107,-0.22544463591249897,1
1.2045902066998262,-0.3118089132413826,1
0.8102996348799916,-0.232421298128568,0
0.9819504380920632,0.7522961959227992,1
-1.0446968465481732,-1.0860308115426014,0
-0.49543610073467903,-0.7084447783870402,0
-1.1938745353395082,0.3662018782637773,0
-0.23978712591627968,0.05711214131802633,1
2.1167427669477226,2.0434940388574283,1
0.4283219754285176,1.0133499670529493,1
2.689068368566355,1.3235106070064575,1
-1.2053475513217347,-0.004935757048440903,0
-0.36414082862927466,-1.0667200682324074,0
1.291751965822532,0.06749451946167934,0
-1.3423014014856047,-2.0709062773136147,0
0.008018993482895502,-1.153611715396572,1
2.095238115807136,0.5747283086821682,1
-1.180505422631192,-1.4317509056255342,0
0.31770467585841383,-0.4494300663135519,1
-0.1683632654995684,0.09482199686480473,0
-1.331222877733398,-0.5623126533446559,0
0.3465322689498694,0.3924829111703341,0
-0.19997185389689787,1.1864939161897865,0
0.6559428275050251,0.05556339897140761,0
0.3824624727934791,0.07052240880484927,0
-0.5795872990198501,-0.6521642290404961,0
0.7893078785672973,1.1456805009997804,0
1.1530323148926218,0.4091911656647921,1
-0.1796168810517012,-1.526923041470591,0
0.4745023050840886,-0.6892645512968202,1
1.7499441916506295,0.5712213293982802,1
-1.4268569094542864,-0.465289651884178,0
-0.42974903733611375,0.2715921672621199,0
-0.8641819772270622,-3.3696735077199325,0
-1.4543568073056932,-0.5728471464661783,0
1.787170727167901,0.26694423905390763,1
0.6043421581972477,-1.5247432584136034,0
0.2434464805331394,-0.2693194724083572,0
-1.0536848782863013,0.39749305606462776,0
-0.14575481636435927,1.0908807941000818,0
-0.9092260535498067,-0.19718403173233556,0
0.20484140894313574,-0.06613179530432685,0
-0.02267218804174706,0.3287761232416416,0
-0.5767235323078606,-0.6718078558893256,0
-1.915781821656603,0.4418759524521845,0
-0.19088084719696666,-1.7752709361888384,0
1.4466267416956744,1.7590858337058641,1
-0.4980959349126343,0.25192395087063124,1
0.21377362480876475,0.3467167771972534,1
0.97834560976687,1.2158739414378765,0
-3.1154456333922234,-0.5866388241007625,0
-0.45042597700268744,0.6016533433761242,0
-0.18258560690796077,-0.24180826781648862,1
0.29476931876038986,1.2865262852944865,0
0.4405238948655007,0.3071267915718786,1
0.24435646498915511,0.9480426489695841,0
-1.5517874626971677,-1.7201777851902085,0
0.5281035232749387,-0.07308896941597326,1
-0.5290847173762272,0.3406429638295039,0
0.13817456392694516,-0.2619670878936486,0
0.17462914611304195,-0.08906986321028933,0
-1.3964514647927073,-0.051124587026276314,0
-0.43338213193955427,-0.682337718288204,0
-0.13552683408540586,-0.026568814943078042,1
0.1991917268948406,0.5247480879192565,1
1.3601674989358432,0.15890148689151784,1
-0.6687226984322822,1.6729864478847656,0
1.145154762251363,0.08832370916726862,0
-1.005471742730847,1.0327064070746013,0
-0.6154689351269458,-1.8687690705091988,0
1.4735716799880878,1.6461660237537594,1
-0.03620979645661255,-0.9364594106083204,0
0.1218700616195148,-0.06656892289721877,1
-0.9707698317189489,-0.36889979436399245,0
0.44914843781521535,-0.2044110004453788,0
0.20176736886522711,-0.4798023155348955,0
0.3120009197295068,-1.257555110109112,1
